"date","amount","category","currency","company","source"
"2013-02-14","13.462","Close Price","USD","AMZN.US","stooq.com"
"2013-02-14","14.2006","Close Price","USD","AAPL.US","stooq.com"
"2013-02-14","28.5","Close Price","USD","META.US","stooq.com"
"2013-02-14","22.7482","Close Price","USD","MSFT.US","stooq.com"
"2013-02-15","28.32","Close Price","USD","META.US","stooq.com"
"2013-02-15","13.2545","Close Price","USD","AMZN.US","stooq.com"
"2013-02-15","14.0053","Close Price","USD","AAPL.US","stooq.com"
"2013-02-15","22.7216","Close Price","USD","MSFT.US","stooq.com"
"2013-02-19","13.4875","Close Price","USD","AMZN.US","stooq.com"
"2013-02-19","28.93","Close Price","USD","META.US","stooq.com"
"2013-02-19","14.0004","Close Price","USD","AAPL.US","stooq.com"
"2013-02-19","22.9397","Close Price","USD","MSFT.US","stooq.com"
"2013-02-20","13.3205","Close Price","USD","AMZN.US","stooq.com"
"2013-02-20","28.46","Close Price","USD","META.US","stooq.com"
"2013-02-20","13.6606","Close Price","USD","AAPL.US","stooq.com"
"2013-02-20","22.7961","Close Price","USD","MSFT.US","stooq.com"
"2013-02-21","22.4855","Close Price","USD","MSFT.US","stooq.com"
"2013-02-21","13.297","Close Price","USD","AMZN.US","stooq.com"
"2013-02-21","27.28","Close Price","USD","META.US","stooq.com"
"2013-02-21","13.5751","Close Price","USD","AAPL.US","stooq.com"
"2013-02-22","27.13","Close Price","USD","META.US","stooq.com"
"2013-02-22","22.7064","Close Price","USD","MSFT.US","stooq.com"
"2013-02-22","13.7197","Close Price","USD","AAPL.US","stooq.com"
"2013-02-22","13.271","Close Price","USD","AMZN.US","stooq.com"
"2013-02-25","12.9935","Close Price","USD","AMZN.US","stooq.com"
"2013-02-25","13.4749","Close Price","USD","AAPL.US","stooq.com"
"2013-02-25","22.3888","Close Price","USD","MSFT.US","stooq.com"
"2013-02-25","27.27","Close Price","USD","META.US","stooq.com"
"2013-02-26","13.6645","Close Price","USD","AAPL.US","stooq.com"
"2013-02-26","12.968","Close Price","USD","AMZN.US","stooq.com"
"2013-02-26","27.39","Close Price","USD","META.US","stooq.com"
"2013-02-26","22.3888","Close Price","USD","MSFT.US","stooq.com"
"2013-02-27","22.7482","Close Price","USD","MSFT.US","stooq.com"
"2013-02-27","13.1625","Close Price","USD","AMZN.US","stooq.com"
"2013-02-27","13.529","Close Price","USD","AAPL.US","stooq.com"
"2013-02-27","26.87","Close Price","USD","META.US","stooq.com"
"2013-02-28","27.25","Close Price","USD","META.US","stooq.com"
"2013-02-28","13.4338","Close Price","USD","AAPL.US","stooq.com"
"2013-02-28","13.2135","Close Price","USD","AMZN.US","stooq.com"
"2013-02-28","22.7394","Close Price","USD","MSFT.US","stooq.com"
"2013-03-01","13.1007","Close Price","USD","AAPL.US","stooq.com"
"2013-03-01","22.8642","Close Price","USD","MSFT.US","stooq.com"
"2013-03-01","27.78","Close Price","USD","META.US","stooq.com"
"2013-03-01","13.287","Close Price","USD","AMZN.US","stooq.com"
"2013-03-04","27.72","Close Price","USD","META.US","stooq.com"
"2013-03-04","13.6555","Close Price","USD","AMZN.US","stooq.com"
"2013-03-04","23.0245","Close Price","USD","MSFT.US","stooq.com"
"2013-03-04","12.7816","Close Price","USD","AAPL.US","stooq.com"
"2013-03-05","13.7795","Close Price","USD","AMZN.US","stooq.com"
"2013-03-05","13.1205","Close Price","USD","AAPL.US","stooq.com"
"2013-03-05","27.52","Close Price","USD","META.US","stooq.com"
"2013-03-05","23.1896","Close Price","USD","MSFT.US","stooq.com"
"2013-03-06","13.6895","Close Price","USD","AMZN.US","stooq.com"
"2013-03-06","12.9535","Close Price","USD","AAPL.US","stooq.com"
"2013-03-06","27.45","Close Price","USD","META.US","stooq.com"
"2013-03-06","22.9728","Close Price","USD","MSFT.US","stooq.com"
"2013-03-07","13.694","Close Price","USD","AMZN.US","stooq.com"
"2013-03-07","13.1036","Close Price","USD","AAPL.US","stooq.com"
"2013-03-07","28.58","Close Price","USD","META.US","stooq.com"
"2013-03-07","23.0176","Close Price","USD","MSFT.US","stooq.com"
"2013-03-08","22.9072","Close Price","USD","MSFT.US","stooq.com"
"2013-03-08","27.96","Close Price","USD","META.US","stooq.com"
"2013-03-08","13.1382","Close Price","USD","AAPL.US","stooq.com"
"2013-03-08","13.7095","Close Price","USD","AMZN.US","stooq.com"
"2013-03-11","22.7961","Close Price","USD","MSFT.US","stooq.com"
"2013-03-11","13.3259","Close Price","USD","AAPL.US","stooq.com"
"2013-03-11","28.14","Close Price","USD","META.US","stooq.com"
"2013-03-11","13.562","Close Price","USD","AMZN.US","stooq.com"
"2013-03-12","13.0389","Close Price","USD","AAPL.US","stooq.com"
"2013-03-12","13.7065","Close Price","USD","AMZN.US","stooq.com"
"2013-03-12","22.8292","Close Price","USD","MSFT.US","stooq.com"
"2013-03-12","27.83","Close Price","USD","META.US","stooq.com"
"2013-03-13","13.755","Close Price","USD","AMZN.US","stooq.com"
"2013-03-13","13.0359","Close Price","USD","AAPL.US","stooq.com"
"2013-03-13","22.8362","Close Price","USD","MSFT.US","stooq.com"
"2013-03-13","27.08","Close Price","USD","META.US","stooq.com"
"2013-03-14","27.04","Close Price","USD","META.US","stooq.com"
"2013-03-14","13.1626","Close Price","USD","AAPL.US","stooq.com"
"2013-03-14","13.287","Close Price","USD","AMZN.US","stooq.com"
"2013-03-14","23.0176","Close Price","USD","MSFT.US","stooq.com"
"2013-03-15","26.65","Close Price","USD","META.US","stooq.com"
"2013-03-15","22.929","Close Price","USD","MSFT.US","stooq.com"
"2013-03-15","13.091","Close Price","USD","AMZN.US","stooq.com"
"2013-03-15","13.5026","Close Price","USD","AAPL.US","stooq.com"
"2013-03-18","13.869","Close Price","USD","AAPL.US","stooq.com"
"2013-03-18","26.49","Close Price","USD","META.US","stooq.com"
"2013-03-18","22.9827","Close Price","USD","MSFT.US","stooq.com"
"2013-03-18","12.8945","Close Price","USD","AMZN.US","stooq.com"
"2013-03-19","13.8304","Close Price","USD","AAPL.US","stooq.com"
"2013-03-19","12.8205","Close Price","USD","AMZN.US","stooq.com"
"2013-03-19","26.55","Close Price","USD","META.US","stooq.com"
"2013-03-19","23.0501","Close Price","USD","MSFT.US","stooq.com"
"2013-03-20","12.864","Close Price","USD","AMZN.US","stooq.com"
"2013-03-20","25.86","Close Price","USD","META.US","stooq.com"
"2013-03-20","13.7578","Close Price","USD","AAPL.US","stooq.com"
"2013-03-20","23.1653","Close Price","USD","MSFT.US","stooq.com"
"2013-03-21","12.6695","Close Price","USD","AMZN.US","stooq.com"
"2013-03-21","22.9925","Close Price","USD","MSFT.US","stooq.com"
"2013-03-21","13.7775","Close Price","USD","AAPL.US","stooq.com"
"2013-03-21","25.74","Close Price","USD","META.US","stooq.com"
"2013-03-22","14.0572","Close Price","USD","AAPL.US","stooq.com"
"2013-03-22","23.1066","Close Price","USD","MSFT.US","stooq.com"
"2013-03-22","12.8875","Close Price","USD","AMZN.US","stooq.com"
"2013-03-22","25.73","Close Price","USD","META.US","stooq.com"
"2013-03-25","23.0335","Close Price","USD","MSFT.US","stooq.com"
"2013-03-25","25.13","Close Price","USD","META.US","stooq.com"
"2013-03-25","14.1074","Close Price","USD","AAPL.US","stooq.com"
"2013-03-25","12.801","Close Price","USD","AMZN.US","stooq.com"
"2013-03-26","23.0335","Close Price","USD","MSFT.US","stooq.com"
"2013-03-26","25.2","Close Price","USD","META.US","stooq.com"
"2013-03-26","14.0349","Close Price","USD","AAPL.US","stooq.com"
"2013-03-26","13.0155","Close Price","USD","AMZN.US","stooq.com"
"2013-03-27","23.2062","Close Price","USD","MSFT.US","stooq.com"
"2013-03-27","13.265","Close Price","USD","AMZN.US","stooq.com"
"2013-03-27","26.09","Close Price","USD","META.US","stooq.com"
"2013-03-27","13.7578","Close Price","USD","AAPL.US","stooq.com"
"2013-03-28","25.58","Close Price","USD","META.US","stooq.com"
"2013-03-28","13.3245","Close Price","USD","AMZN.US","stooq.com"
"2013-03-28","23.391","Close Price","USD","MSFT.US","stooq.com"
"2013-03-28","13.471","Close Price","USD","AAPL.US","stooq.com"
"2013-04-01","25.53","Close Price","USD","META.US","stooq.com"
"2013-04-01","13.0536","Close Price","USD","AAPL.US","stooq.com"
"2013-04-01","23.4006","Close Price","USD","MSFT.US","stooq.com"
"2013-04-01","13.0805","Close Price","USD","AMZN.US","stooq.com"
"2013-04-02","13.166","Close Price","USD","AMZN.US","stooq.com"
"2013-04-02","23.5588","Close Price","USD","MSFT.US","stooq.com"
"2013-04-02","25.42","Close Price","USD","META.US","stooq.com"
"2013-04-02","13.0801","Close Price","USD","AAPL.US","stooq.com"
"2013-04-03","26.25","Close Price","USD","META.US","stooq.com"
"2013-04-03","12.9515","Close Price","USD","AMZN.US","stooq.com"
"2013-04-03","23.3596","Close Price","USD","MSFT.US","stooq.com"
"2013-04-03","13.1461","Close Price","USD","AAPL.US","stooq.com"
"2013-04-04","27.07","Close Price","USD","META.US","stooq.com"
"2013-04-04","23.3841","Close Price","USD","MSFT.US","stooq.com"
"2013-04-04","13.0163","Close Price","USD","AAPL.US","stooq.com"
"2013-04-04","12.954","Close Price","USD","AMZN.US","stooq.com"
"2013-04-05","12.8799","Close Price","USD","AAPL.US","stooq.com"
"2013-04-05","27.39","Close Price","USD","META.US","stooq.com"
"2013-04-05","23.4749","Close Price","USD","MSFT.US","stooq.com"
"2013-04-05","12.774","Close Price","USD","AMZN.US","stooq.com"
"2013-04-08","23.3841","Close Price","USD","MSFT.US","stooq.com"
"2013-04-08","26.85","Close Price","USD","META.US","stooq.com"
"2013-04-08","12.9722","Close Price","USD","AAPL.US","stooq.com"
"2013-04-08","12.9475","Close Price","USD","AMZN.US","stooq.com"
"2013-04-09","26.59","Close Price","USD","META.US","stooq.com"
"2013-04-09","12.9947","Close Price","USD","AAPL.US","stooq.com"
"2013-04-09","24.2221","Close Price","USD","MSFT.US","stooq.com"
"2013-04-09","13.057","Close Price","USD","AMZN.US","stooq.com"
"2013-04-10","24.7672","Close Price","USD","MSFT.US","stooq.com"
"2013-04-10","13.2385","Close Price","USD","AMZN.US","stooq.com"
"2013-04-10","13.2609","Close Price","USD","AAPL.US","stooq.com"
"2013-04-10","27.57","Close Price","USD","META.US","stooq.com"
"2013-04-11","28.02","Close Price","USD","META.US","stooq.com"
"2013-04-11","23.6654","Close Price","USD","MSFT.US","stooq.com"
"2013-04-11","13.4925","Close Price","USD","AMZN.US","stooq.com"
"2013-04-11","13.2185","Close Price","USD","AAPL.US","stooq.com"
"2013-04-12","27.4","Close Price","USD","META.US","stooq.com"
"2013-04-12","13.0801","Close Price","USD","AAPL.US","stooq.com"
"2013-04-12","13.6435","Close Price","USD","AMZN.US","stooq.com"
"2013-04-12","23.5492","Close Price","USD","MSFT.US","stooq.com"
"2013-04-15","26.52","Close Price","USD","META.US","stooq.com"
"2013-04-15","23.468","Close Price","USD","MSFT.US","stooq.com"
"2013-04-15","12.7758","Close Price","USD","AAPL.US","stooq.com"
"2013-04-15","13.386","Close Price","USD","AMZN.US","stooq.com"
"2013-04-16","13.617","Close Price","USD","AMZN.US","stooq.com"
"2013-04-16","23.6984","Close Price","USD","MSFT.US","stooq.com"
"2013-04-16","26.92","Close Price","USD","META.US","stooq.com"
"2013-04-16","12.9732","Close Price","USD","AAPL.US","stooq.com"
"2013-04-17","23.5852","Close Price","USD","MSFT.US","stooq.com"
"2013-04-17","26.63","Close Price","USD","META.US","stooq.com"
"2013-04-17","13.37","Close Price","USD","AMZN.US","stooq.com"
"2013-04-17","12.2592","Close Price","USD","AAPL.US","stooq.com"
"2013-04-18","25.69","Close Price","USD","META.US","stooq.com"
"2013-04-18","11.9308","Close Price","USD","AAPL.US","stooq.com"
"2013-04-18","23.5492","Close Price","USD","MSFT.US","stooq.com"
"2013-04-18","12.971","Close Price","USD","AMZN.US","stooq.com"
"2013-04-19","13.016","Close Price","USD","AMZN.US","stooq.com"
"2013-04-19","24.3402","Close Price","USD","MSFT.US","stooq.com"
"2013-04-19","11.8851","Close Price","USD","AAPL.US","stooq.com"
"2013-04-19","25.73","Close Price","USD","META.US","stooq.com"
"2013-04-22","25.2163","Close Price","USD","MSFT.US","stooq.com"
"2013-04-22","25.97","Close Price","USD","META.US","stooq.com"
"2013-04-22","13.1775","Close Price","USD","AMZN.US","stooq.com"
"2013-04-22","12.1324","Close Price","USD","AAPL.US","stooq.com"
"2013-04-23","25.98","Close Price","USD","META.US","stooq.com"
"2013-04-23","12.3613","Close Price","USD","AAPL.US","stooq.com"
"2013-04-23","25.0298","Close Price","USD","MSFT.US","stooq.com"
"2013-04-23","13.445","Close Price","USD","AMZN.US","stooq.com"
"2013-04-24","13.439","Close Price","USD","AMZN.US","stooq.com"
"2013-04-24","25.9783","Close Price","USD","MSFT.US","stooq.com"
"2013-04-24","26.11","Close Price","USD","META.US","stooq.com"
"2013-04-24","12.3406","Close Price","USD","AAPL.US","stooq.com"
"2013-04-25","26.14","Close Price","USD","META.US","stooq.com"
"2013-04-25","12.4281","Close Price","USD","AAPL.US","stooq.com"
"2013-04-25","13.735","Close Price","USD","AMZN.US","stooq.com"
"2013-04-25","26.1258","Close Price","USD","MSFT.US","stooq.com"
"2013-04-26","26.85","Close Price","USD","META.US","stooq.com"
"2013-04-26","12.6982","Close Price","USD","AAPL.US","stooq.com"
"2013-04-26","26.0035","Close Price","USD","MSFT.US","stooq.com"
"2013-04-26","12.7405","Close Price","USD","AMZN.US","stooq.com"
"2013-04-29","26.98","Close Price","USD","META.US","stooq.com"
"2013-04-29","12.487","Close Price","USD","AMZN.US","stooq.com"
"2013-04-29","13.089","Close Price","USD","AAPL.US","stooq.com"
"2013-04-29","26.6747","Close Price","USD","MSFT.US","stooq.com"
"2013-04-30","27.77","Close Price","USD","META.US","stooq.com"
"2013-04-30","13.4739","Close Price","USD","AAPL.US","stooq.com"
"2013-04-30","12.6905","Close Price","USD","AMZN.US","stooq.com"
"2013-04-30","27.0769","Close Price","USD","MSFT.US","stooq.com"
"2013-05-01","27.43","Close Price","USD","META.US","stooq.com"
"2013-05-01","13.3706","Close Price","USD","AAPL.US","stooq.com"
"2013-05-01","26.7634","Close Price","USD","MSFT.US","stooq.com"
"2013-05-01","12.4115","Close Price","USD","AMZN.US","stooq.com"
"2013-05-02","27.1259","Close Price","USD","MSFT.US","stooq.com"
"2013-05-02","13.5586","Close Price","USD","AAPL.US","stooq.com"
"2013-05-02","28.97","Close Price","USD","META.US","stooq.com"
"2013-05-02","12.6275","Close Price","USD","AMZN.US","stooq.com"
"2013-05-03","27.3964","Close Price","USD","MSFT.US","stooq.com"
"2013-05-03","28.31","Close Price","USD","META.US","stooq.com"
"2013-05-03","13.695","Close Price","USD","AAPL.US","stooq.com"
"2013-05-03","12.9025","Close Price","USD","AMZN.US","stooq.com"
"2013-05-06","27.57","Close Price","USD","META.US","stooq.com"
"2013-05-06","12.786","Close Price","USD","AMZN.US","stooq.com"
"2013-05-06","27.6035","Close Price","USD","MSFT.US","stooq.com"
"2013-05-06","14.0223","Close Price","USD","AAPL.US","stooq.com"
"2013-05-07","26.89","Close Price","USD","META.US","stooq.com"
"2013-05-07","13.9592","Close Price","USD","AAPL.US","stooq.com"
"2013-05-07","12.8865","Close Price","USD","AMZN.US","stooq.com"
"2013-05-07","27.2471","Close Price","USD","MSFT.US","stooq.com"
"2013-05-08","27.12","Close Price","USD","META.US","stooq.com"
"2013-05-08","26.9862","Close Price","USD","MSFT.US","stooq.com"
"2013-05-08","12.934","Close Price","USD","AMZN.US","stooq.com"
"2013-05-08","14.1153","Close Price","USD","AAPL.US","stooq.com"
"2013-05-09","27.04","Close Price","USD","META.US","stooq.com"
"2013-05-09","13.9944","Close Price","USD","AAPL.US","stooq.com"
"2013-05-09","26.7137","Close Price","USD","MSFT.US","stooq.com"
"2013-05-09","13.008","Close Price","USD","AMZN.US","stooq.com"
"2013-05-10","13.1815","Close Price","USD","AMZN.US","stooq.com"
"2013-05-10","26.68","Close Price","USD","META.US","stooq.com"
"2013-05-10","26.7401","Close Price","USD","MSFT.US","stooq.com"
"2013-05-10","13.8766","Close Price","USD","AAPL.US","stooq.com"
"2013-05-13","13.2255","Close Price","USD","AMZN.US","stooq.com"
"2013-05-13","26.82","Close Price","USD","META.US","stooq.com"
"2013-05-13","13.9317","Close Price","USD","AAPL.US","stooq.com"
"2013-05-13","27.0213","Close Price","USD","MSFT.US","stooq.com"
"2013-05-14","27.6181","Close Price","USD","MSFT.US","stooq.com"
"2013-05-14","13.4165","Close Price","USD","AMZN.US","stooq.com"
"2013-05-14","13.5978","Close Price","USD","AAPL.US","stooq.com"
"2013-05-14","27.07","Close Price","USD","META.US","stooq.com"
"2013-05-15","13.328","Close Price","USD","AMZN.US","stooq.com"
"2013-05-15","13.1372","Close Price","USD","AAPL.US","stooq.com"
"2013-05-15","27.8848","Close Price","USD","MSFT.US","stooq.com"
"2013-05-15","26.6","Close Price","USD","META.US","stooq.com"
"2013-05-16","13.206","Close Price","USD","AMZN.US","stooq.com"
"2013-05-16","26.13","Close Price","USD","META.US","stooq.com"
"2013-05-16","13.314","Close Price","USD","AAPL.US","stooq.com"
"2013-05-16","28.0734","Close Price","USD","MSFT.US","stooq.com"
"2013-05-17","13.2728","Close Price","USD","AAPL.US","stooq.com"
"2013-05-17","28.722","Close Price","USD","MSFT.US","stooq.com"
"2013-05-17","13.495","Close Price","USD","AMZN.US","stooq.com"
"2013-05-17","26.25","Close Price","USD","META.US","stooq.com"
"2013-05-20","13.3815","Close Price","USD","AMZN.US","stooq.com"
"2013-05-20","25.76","Close Price","USD","META.US","stooq.com"
"2013-05-20","13.5683","Close Price","USD","AAPL.US","stooq.com"
"2013-05-20","28.8958","Close Price","USD","MSFT.US","stooq.com"
"2013-05-21","28.7062","Close Price","USD","MSFT.US","stooq.com"
"2013-05-21","13.443","Close Price","USD","AMZN.US","stooq.com"
"2013-05-21","13.469","Close Price","USD","AAPL.US","stooq.com"
"2013-05-21","25.66","Close Price","USD","META.US","stooq.com"
"2013-05-22","13.5201","Close Price","USD","AAPL.US","stooq.com"
"2013-05-22","28.506","Close Price","USD","MSFT.US","stooq.com"
"2013-05-22","13.148","Close Price","USD","AMZN.US","stooq.com"
"2013-05-22","25.16","Close Price","USD","META.US","stooq.com"
"2013-05-23","28.1291","Close Price","USD","MSFT.US","stooq.com"
"2013-05-23","25.06","Close Price","USD","META.US","stooq.com"
"2013-05-23","13.5437","Close Price","USD","AAPL.US","stooq.com"
"2013-05-23","13.09","Close Price","USD","AMZN.US","stooq.com"
"2013-05-24","24.31","Close Price","USD","META.US","stooq.com"
"2013-05-24","28.2296","Close Price","USD","MSFT.US","stooq.com"
"2013-05-24","13.087","Close Price","USD","AMZN.US","stooq.com"
"2013-05-24","13.6381","Close Price","USD","AAPL.US","stooq.com"
"2013-05-28","13.5221","Close Price","USD","AAPL.US","stooq.com"
"2013-05-28","24.1","Close Price","USD","META.US","stooq.com"
"2013-05-28","13.3645","Close Price","USD","AMZN.US","stooq.com"
"2013-05-28","28.846","Close Price","USD","MSFT.US","stooq.com"
"2013-05-29","13.6311","Close Price","USD","AAPL.US","stooq.com"
"2013-05-29","13.2765","Close Price","USD","AMZN.US","stooq.com"
"2013-05-29","23.32","Close Price","USD","META.US","stooq.com"
"2013-05-29","28.7298","Close Price","USD","MSFT.US","stooq.com"
"2013-05-30","13.8334","Close Price","USD","AAPL.US","stooq.com"
"2013-05-30","13.3415","Close Price","USD","AMZN.US","stooq.com"
"2013-05-30","24.55","Close Price","USD","META.US","stooq.com"
"2013-05-30","28.8547","Close Price","USD","MSFT.US","stooq.com"
"2013-05-31","28.752","Close Price","USD","MSFT.US","stooq.com"
"2013-05-31","24.35","Close Price","USD","META.US","stooq.com"
"2013-05-31","13.7775","Close Price","USD","AAPL.US","stooq.com"
"2013-05-31","13.46","Close Price","USD","AMZN.US","stooq.com"
"2013-06-03","13.344","Close Price","USD","AMZN.US","stooq.com"
"2013-06-03","29.3169","Close Price","USD","MSFT.US","stooq.com"
"2013-06-03","23.85","Close Price","USD","META.US","stooq.com"
"2013-06-03","13.8078","Close Price","USD","AAPL.US","stooq.com"
"2013-06-04","13.7648","Close Price","USD","AAPL.US","stooq.com"
"2013-06-04","23.52","Close Price","USD","META.US","stooq.com"
"2013-06-04","28.8204","Close Price","USD","MSFT.US","stooq.com"
"2013-06-04","13.285","Close Price","USD","AMZN.US","stooq.com"
"2013-06-05","13.3585","Close Price","USD","AMZN.US","stooq.com"
"2013-06-05","13.6361","Close Price","USD","AAPL.US","stooq.com"
"2013-06-05","22.9","Close Price","USD","META.US","stooq.com"
"2013-06-05","28.6476","Close Price","USD","MSFT.US","stooq.com"
"2013-06-06","22.97","Close Price","USD","META.US","stooq.com"
"2013-06-06","13.3915","Close Price","USD","AMZN.US","stooq.com"
"2013-06-06","13.4318","Close Price","USD","AAPL.US","stooq.com"
"2013-06-06","28.7981","Close Price","USD","MSFT.US","stooq.com"
"2013-06-07","13.5339","Close Price","USD","AAPL.US","stooq.com"
"2013-06-07","13.8435","Close Price","USD","AMZN.US","stooq.com"
"2013-06-07","23.29","Close Price","USD","META.US","stooq.com"
"2013-06-07","29.3811","Close Price","USD","MSFT.US","stooq.com"
"2013-06-10","14.0535","Close Price","USD","AMZN.US","stooq.com"
"2013-06-10","29.22","Close Price","USD","MSFT.US","stooq.com"
"2013-06-10","24.33","Close Price","USD","META.US","stooq.com"
"2013-06-10","13.4454","Close Price","USD","AAPL.US","stooq.com"
"2013-06-11","13.739","Close Price","USD","AMZN.US","stooq.com"
"2013-06-11","13.4044","Close Price","USD","AAPL.US","stooq.com"
"2013-06-11","28.6974","Close Price","USD","MSFT.US","stooq.com"
"2013-06-11","24.03","Close Price","USD","META.US","stooq.com"
"2013-06-12","13.2414","Close Price","USD","AAPL.US","stooq.com"
"2013-06-12","13.5835","Close Price","USD","AMZN.US","stooq.com"
"2013-06-12","28.8302","Close Price","USD","MSFT.US","stooq.com"
"2013-06-12","23.77","Close Price","USD","META.US","stooq.com"
"2013-06-13","13.7895","Close Price","USD","AMZN.US","stooq.com"
"2013-06-13","28.5998","Close Price","USD","MSFT.US","stooq.com"
"2013-06-13","23.73","Close Price","USD","META.US","stooq.com"
"2013-06-13","13.3561","Close Price","USD","AAPL.US","stooq.com"
"2013-06-14","28.336","Close Price","USD","MSFT.US","stooq.com"
"2013-06-14","13.6995","Close Price","USD","AMZN.US","stooq.com"
"2013-06-14","13.1745","Close Price","USD","AAPL.US","stooq.com"
"2013-06-14","23.63","Close Price","USD","META.US","stooq.com"
"2013-06-17","28.8302","Close Price","USD","MSFT.US","stooq.com"
"2013-06-17","13.2344","Close Price","USD","AAPL.US","stooq.com"
"2013-06-17","13.903","Close Price","USD","AMZN.US","stooq.com"
"2013-06-17","24.02","Close Price","USD","META.US","stooq.com"
"2013-06-18","14.088","Close Price","USD","AMZN.US","stooq.com"
"2013-06-18","13.2274","Close Price","USD","AAPL.US","stooq.com"
"2013-06-18","28.8128","Close Price","USD","MSFT.US","stooq.com"
"2013-06-18","24.21","Close Price","USD","META.US","stooq.com"
"2013-06-19","24.31","Close Price","USD","META.US","stooq.com"
"2013-06-19","13.908","Close Price","USD","AMZN.US","stooq.com"
"2013-06-19","28.4933","Close Price","USD","MSFT.US","stooq.com"
"2013-06-19","12.9584","Close Price","USD","AAPL.US","stooq.com"
"2013-06-20","23.9","Close Price","USD","META.US","stooq.com"
"2013-06-20","27.587","Close Price","USD","MSFT.US","stooq.com"
"2013-06-20","13.672","Close Price","USD","AMZN.US","stooq.com"
"2013-06-20","12.7688","Close Price","USD","AAPL.US","stooq.com"
"2013-06-21","27.3983","Close Price","USD","MSFT.US","stooq.com"
"2013-06-21","12.6698","Close Price","USD","AAPL.US","stooq.com"
"2013-06-21","13.668","Close Price","USD","AMZN.US","stooq.com"
"2013-06-21","24.53","Close Price","USD","META.US","stooq.com"
"2013-06-24","23.93","Close Price","USD","META.US","stooq.com"
"2013-06-24","12.3327","Close Price","USD","AAPL.US","stooq.com"
"2013-06-24","27.7763","Close Price","USD","MSFT.US","stooq.com"
"2013-06-24","13.5305","Close Price","USD","AMZN.US","stooq.com"
"2013-06-25","24.25","Close Price","USD","META.US","stooq.com"
"2013-06-25","27.7335","Close Price","USD","MSFT.US","stooq.com"
"2013-06-25","12.3347","Close Price","USD","AAPL.US","stooq.com"
"2013-06-25","13.6045","Close Price","USD","AMZN.US","stooq.com"
"2013-06-26","24.16","Close Price","USD","META.US","stooq.com"
"2013-06-26","13.8785","Close Price","USD","AMZN.US","stooq.com"
"2013-06-26","12.1932","Close Price","USD","AAPL.US","stooq.com"
"2013-06-26","28.2932","Close Price","USD","MSFT.US","stooq.com"
"2013-06-27","24.66","Close Price","USD","META.US","stooq.com"
"2013-06-27","13.8775","Close Price","USD","AMZN.US","stooq.com"
"2013-06-27","12.0647","Close Price","USD","AAPL.US","stooq.com"
"2013-06-27","28.5159","Close Price","USD","MSFT.US","stooq.com"
"2013-06-28","28.4542","Close Price","USD","MSFT.US","stooq.com"
"2013-06-28","12.2188","Close Price","USD","AAPL.US","stooq.com"
"2013-06-28","13.8845","Close Price","USD","AMZN.US","stooq.com"
"2013-06-28","24.88","Close Price","USD","META.US","stooq.com"
"2013-07-01","24.81","Close Price","USD","META.US","stooq.com"
"2013-07-01","14.105","Close Price","USD","AMZN.US","stooq.com"
"2013-07-01","28.3029","Close Price","USD","MSFT.US","stooq.com"
"2013-07-01","12.537","Close Price","USD","AAPL.US","stooq.com"
"2013-07-02","12.8201","Close Price","USD","AAPL.US","stooq.com"
"2013-07-02","24.41","Close Price","USD","META.US","stooq.com"
"2013-07-02","27.955","Close Price","USD","MSFT.US","stooq.com"
"2013-07-02","14.1865","Close Price","USD","AMZN.US","stooq.com"
"2013-07-03","24.52","Close Price","USD","META.US","stooq.com"
"2013-07-03","14.2015","Close Price","USD","AMZN.US","stooq.com"
"2013-07-03","28.0138","Close Price","USD","MSFT.US","stooq.com"
"2013-07-03","12.8909","Close Price","USD","AAPL.US","stooq.com"
"2013-07-05","12.7865","Close Price","USD","AAPL.US","stooq.com"
"2013-07-05","14.294","Close Price","USD","AMZN.US","stooq.com"
"2013-07-05","24.37","Close Price","USD","META.US","stooq.com"
"2013-07-05","28.1809","Close Price","USD","MSFT.US","stooq.com"
"2013-07-08","28.2745","Close Price","USD","MSFT.US","stooq.com"
"2013-07-08","24.71","Close Price","USD","META.US","stooq.com"
"2013-07-08","12.7157","Close Price","USD","AAPL.US","stooq.com"
"2013-07-08","14.5295","Close Price","USD","AMZN.US","stooq.com"
"2013-07-09","14.5765","Close Price","USD","AMZN.US","stooq.com"
"2013-07-09","25.48","Close Price","USD","META.US","stooq.com"
"2013-07-09","12.9387","Close Price","USD","AAPL.US","stooq.com"
"2013-07-09","28.2932","Close Price","USD","MSFT.US","stooq.com"
"2013-07-10","25.8","Close Price","USD","META.US","stooq.com"
"2013-07-10","28.5832","Close Price","USD","MSFT.US","stooq.com"
"2013-07-10","14.6165","Close Price","USD","AMZN.US","stooq.com"
"2013-07-10","12.8899","Close Price","USD","AAPL.US","stooq.com"
"2013-07-11","14.983","Close Price","USD","AMZN.US","stooq.com"
"2013-07-11","13.089","Close Price","USD","AAPL.US","stooq.com"
"2013-07-11","25.81","Close Price","USD","META.US","stooq.com"
"2013-07-11","29.396","Close Price","USD","MSFT.US","stooq.com"
"2013-07-12","25.91","Close Price","USD","META.US","stooq.com"
"2013-07-12","15.3775","Close Price","USD","AMZN.US","stooq.com"
"2013-07-12","13.0665","Close Price","USD","AAPL.US","stooq.com"
"2013-07-12","29.3811","Close Price","USD","MSFT.US","stooq.com"
"2013-07-15","15.3285","Close Price","USD","AMZN.US","stooq.com"
