"date","amount","category","currency","company","source"
"1987-10-07","0.345791","Close Price","USD","MSFT.US","stooq.com"
"1987-10-07","0.41626","Close Price","USD","AAPL.US","stooq.com"
"1987-10-08","0.406708","Close Price","USD","AAPL.US","stooq.com"
"1987-10-08","0.345791","Close Price","USD","MSFT.US","stooq.com"
"1987-10-09","0.405832","Close Price","USD","AAPL.US","stooq.com"
"1987-10-09","0.345791","Close Price","USD","MSFT.US","stooq.com"
"1987-10-12","0.399132","Close Price","USD","AAPL.US","stooq.com"
"1987-10-12","0.345791","Close Price","USD","MSFT.US","stooq.com"
"1987-10-13","0.408434","Close Price","USD","AAPL.US","stooq.com"
"1987-10-13","0.353587","Close Price","USD","MSFT.US","stooq.com"
"1987-10-14","0.399132","Close Price","USD","AAPL.US","stooq.com"
"1987-10-14","0.338247","Close Price","USD","MSFT.US","stooq.com"
"1987-10-15","0.389823","Close Price","USD","AAPL.US","stooq.com"
"1987-10-15","0.338247","Close Price","USD","MSFT.US","stooq.com"
"1987-10-16","0.361683","Close Price","USD","AAPL.US","stooq.com"
"1987-10-16","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1987-10-19","0.215211","Close Price","USD","MSFT.US","stooq.com"
"1987-10-19","0.273517","Close Price","USD","AAPL.US","stooq.com"
"1987-10-20","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-10-20","0.258488","Close Price","USD","AAPL.US","stooq.com"
"1987-10-21","0.303412","Close Price","USD","AAPL.US","stooq.com"
"1987-10-21","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1987-10-22","0.275599","Close Price","USD","AAPL.US","stooq.com"
"1987-10-22","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1987-10-23","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-10-23","0.266288","Close Price","USD","AAPL.US","stooq.com"
"1987-10-26","0.20999","Close Price","USD","AAPL.US","stooq.com"
"1987-10-26","0.184403","Close Price","USD","MSFT.US","stooq.com"
"1987-10-27","0.199899","Close Price","USD","MSFT.US","stooq.com"
"1987-10-27","0.226765","Close Price","USD","AAPL.US","stooq.com"
"1987-10-28","0.199899","Close Price","USD","MSFT.US","stooq.com"
"1987-10-28","0.251292","Close Price","USD","AAPL.US","stooq.com"
"1987-10-29","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1987-10-29","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-10-30","0.238322","Close Price","USD","MSFT.US","stooq.com"
"1987-10-30","0.289527","Close Price","USD","AAPL.US","stooq.com"
"1987-11-02","0.238322","Close Price","USD","MSFT.US","stooq.com"
"1987-11-02","0.290556","Close Price","USD","AAPL.US","stooq.com"
"1987-11-03","0.271691","Close Price","USD","AAPL.US","stooq.com"
"1987-11-03","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-04","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-04","0.269951","Close Price","USD","AAPL.US","stooq.com"
"1987-11-05","0.238322","Close Price","USD","MSFT.US","stooq.com"
"1987-11-05","0.284939","Close Price","USD","AAPL.US","stooq.com"
"1987-11-06","0.283112","Close Price","USD","AAPL.US","stooq.com"
"1987-11-06","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-09","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-11-09","0.279184","Close Price","USD","AAPL.US","stooq.com"
"1987-11-10","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-11-10","0.271691","Close Price","USD","AAPL.US","stooq.com"
"1987-11-11","0.238322","Close Price","USD","MSFT.US","stooq.com"
"1987-11-11","0.279184","Close Price","USD","AAPL.US","stooq.com"
"1987-11-12","0.238322","Close Price","USD","MSFT.US","stooq.com"
"1987-11-12","0.290556","Close Price","USD","AAPL.US","stooq.com"
"1987-11-13","0.279184","Close Price","USD","AAPL.US","stooq.com"
"1987-11-13","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-16","0.275599","Close Price","USD","AAPL.US","stooq.com"
"1987-11-16","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-17","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-11-17","0.262429","Close Price","USD","AAPL.US","stooq.com"
"1987-11-18","0.271691","Close Price","USD","AAPL.US","stooq.com"
"1987-11-18","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-19","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-11-19","0.258488","Close Price","USD","AAPL.US","stooq.com"
"1987-11-20","0.266288","Close Price","USD","AAPL.US","stooq.com"
"1987-11-20","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-23","0.271691","Close Price","USD","AAPL.US","stooq.com"
"1987-11-23","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-24","0.277375","Close Price","USD","AAPL.US","stooq.com"
"1987-11-24","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-11-25","0.273517","Close Price","USD","AAPL.US","stooq.com"
"1987-11-25","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-11-27","0.215211","Close Price","USD","MSFT.US","stooq.com"
"1987-11-27","0.262429","Close Price","USD","AAPL.US","stooq.com"
"1987-11-30","0.247461","Close Price","USD","AAPL.US","stooq.com"
"1987-11-30","0.215211","Close Price","USD","MSFT.US","stooq.com"
"1987-12-01","0.249228","Close Price","USD","AAPL.US","stooq.com"
"1987-12-01","0.207491","Close Price","USD","MSFT.US","stooq.com"
"1987-12-02","0.243562","Close Price","USD","AAPL.US","stooq.com"
"1987-12-02","0.207491","Close Price","USD","MSFT.US","stooq.com"
"1987-12-03","0.19211","Close Price","USD","MSFT.US","stooq.com"
"1987-12-03","0.228513","Close Price","USD","AAPL.US","stooq.com"
"1987-12-04","0.230656","Close Price","USD","AAPL.US","stooq.com"
"1987-12-04","0.199899","Close Price","USD","MSFT.US","stooq.com"
"1987-12-07","0.207491","Close Price","USD","MSFT.US","stooq.com"
"1987-12-07","0.247461","Close Price","USD","AAPL.US","stooq.com"
"1987-12-08","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-12-08","0.258488","Close Price","USD","AAPL.US","stooq.com"
"1987-12-09","0.222912","Close Price","USD","MSFT.US","stooq.com"
"1987-12-09","0.262429","Close Price","USD","AAPL.US","stooq.com"
"1987-12-10","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-12-10","0.260611","Close Price","USD","AAPL.US","stooq.com"
"1987-12-11","0.230591","Close Price","USD","MSFT.US","stooq.com"
"1987-12-11","0.254954","Close Price","USD","AAPL.US","stooq.com"
"1987-12-14","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-14","0.279184","Close Price","USD","AAPL.US","stooq.com"
"1987-12-15","0.281325","Close Price","USD","AAPL.US","stooq.com"
"1987-12-15","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-16","0.294191","Close Price","USD","AAPL.US","stooq.com"
"1987-12-16","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1987-12-17","0.294191","Close Price","USD","AAPL.US","stooq.com"
"1987-12-17","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-18","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-18","0.303412","Close Price","USD","AAPL.US","stooq.com"
"1987-12-21","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-21","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1987-12-22","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1987-12-22","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1987-12-23","0.316733","Close Price","USD","AAPL.US","stooq.com"
"1987-12-23","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1987-12-24","0.319412","Close Price","USD","AAPL.US","stooq.com"
"1987-12-24","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1987-12-28","0.301735","Close Price","USD","AAPL.US","stooq.com"
"1987-12-28","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1987-12-29","0.315838","Close Price","USD","AAPL.US","stooq.com"
"1987-12-29","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1987-12-30","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1987-12-30","0.325441","Close Price","USD","AAPL.US","stooq.com"
"1987-12-31","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1987-12-31","0.314904","Close Price","USD","AAPL.US","stooq.com"
"1988-01-04","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-01-04","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-05","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-05","0.334449","Close Price","USD","AAPL.US","stooq.com"
"1988-01-06","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-06","0.328124","Close Price","USD","AAPL.US","stooq.com"
"1988-01-07","0.333536","Close Price","USD","AAPL.US","stooq.com"
"1988-01-07","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-01-08","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-08","0.300015","Close Price","USD","AAPL.US","stooq.com"
"1988-01-11","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-11","0.318477","Close Price","USD","AAPL.US","stooq.com"
"1988-01-12","0.314904","Close Price","USD","AAPL.US","stooq.com"
"1988-01-12","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-13","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-13","0.316733","Close Price","USD","AAPL.US","stooq.com"
"1988-01-14","0.316733","Close Price","USD","AAPL.US","stooq.com"
"1988-01-14","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-15","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-15","0.321485","Close Price","USD","AAPL.US","stooq.com"
"1988-01-18","0.320561","Close Price","USD","AAPL.US","stooq.com"
"1988-01-18","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-19","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-01-19","0.320561","Close Price","USD","AAPL.US","stooq.com"
"1988-01-20","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-01-20","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-01-21","0.300791","Close Price","USD","AAPL.US","stooq.com"
"1988-01-21","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-01-22","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-01-22","0.294191","Close Price","USD","AAPL.US","stooq.com"
"1988-01-25","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-25","0.306577","Close Price","USD","AAPL.US","stooq.com"
"1988-01-26","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-01-26","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-01-27","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-01-27","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-28","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-01-28","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-01-29","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1988-01-29","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-02-01","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-02-01","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-02-02","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-02-02","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-02-03","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1988-02-03","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-02-04","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-02-04","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1988-02-05","0.289527","Close Price","USD","AAPL.US","stooq.com"
"1988-02-05","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1988-02-08","0.245924","Close Price","USD","MSFT.US","stooq.com"
"1988-02-08","0.290556","Close Price","USD","AAPL.US","stooq.com"
"1988-02-09","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1988-02-09","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-02-10","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-02-10","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1988-02-11","0.304346","Close Price","USD","AAPL.US","stooq.com"
"1988-02-11","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-02-12","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-02-12","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-02-16","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-02-16","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-02-17","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-02-17","0.314018","Close Price","USD","AAPL.US","stooq.com"
"1988-02-18","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-02-18","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-02-19","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-02-19","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-02-22","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-02-22","0.324176","Close Price","USD","AAPL.US","stooq.com"
"1988-02-23","0.320561","Close Price","USD","AAPL.US","stooq.com"
"1988-02-23","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-02-24","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-02-24","0.316733","Close Price","USD","AAPL.US","stooq.com"
"1988-02-25","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-02-25","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-02-26","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-02-26","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-02-29","0.322448","Close Price","USD","AAPL.US","stooq.com"
"1988-02-29","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-03-01","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-03-01","0.324176","Close Price","USD","AAPL.US","stooq.com"
"1988-03-02","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-03-02","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-03-03","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-03-03","0.348532","Close Price","USD","AAPL.US","stooq.com"
"1988-03-04","0.35151","Close Price","USD","AAPL.US","stooq.com"
"1988-03-04","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-03-07","0.35151","Close Price","USD","AAPL.US","stooq.com"
"1988-03-07","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-03-08","0.346657","Close Price","USD","AAPL.US","stooq.com"
"1988-03-08","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-03-09","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-03-09","0.350595","Close Price","USD","AAPL.US","stooq.com"
"1988-03-10","0.339243","Close Price","USD","AAPL.US","stooq.com"
"1988-03-10","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-03-11","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-03-11","0.343121","Close Price","USD","AAPL.US","stooq.com"
"1988-03-14","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-03-14","0.346657","Close Price","USD","AAPL.US","stooq.com"
"1988-03-15","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-03-15","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-03-16","0.345735","Close Price","USD","AAPL.US","stooq.com"
"1988-03-16","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-03-17","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-03-17","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-03-18","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-03-18","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-03-21","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-03-21","0.329057","Close Price","USD","AAPL.US","stooq.com"
"1988-03-22","0.3299","Close Price","USD","AAPL.US","stooq.com"
"1988-03-22","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-03-23","0.318477","Close Price","USD","AAPL.US","stooq.com"
"1988-03-23","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-03-24","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-03-24","0.306577","Close Price","USD","AAPL.US","stooq.com"
"1988-03-25","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-03-25","0.300791","Close Price","USD","AAPL.US","stooq.com"
"1988-03-28","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1988-03-28","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-03-29","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-03-29","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-03-30","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-03-30","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-03-31","0.300015","Close Price","USD","AAPL.US","stooq.com"
"1988-03-31","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-04","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-04","0.290556","Close Price","USD","AAPL.US","stooq.com"
"1988-04-05","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-05","0.294191","Close Price","USD","AAPL.US","stooq.com"
"1988-04-06","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-04-06","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-04-07","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-04-07","0.305613","Close Price","USD","AAPL.US","stooq.com"
"1988-04-08","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-04-08","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-04-11","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1988-04-11","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-04-12","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-04-12","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-13","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-04-13","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-04-14","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-04-14","0.253613","Close Price","USD","MSFT.US","stooq.com"
"1988-04-15","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-04-15","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-18","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-18","0.300015","Close Price","USD","AAPL.US","stooq.com"
"1988-04-19","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-19","0.301735","Close Price","USD","AAPL.US","stooq.com"
"1988-04-20","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-04-20","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-21","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-04-21","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-22","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-22","0.300791","Close Price","USD","AAPL.US","stooq.com"
"1988-04-25","0.306577","Close Price","USD","AAPL.US","stooq.com"
"1988-04-25","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-26","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-26","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1988-04-27","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-27","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-04-28","0.310386","Close Price","USD","AAPL.US","stooq.com"
"1988-04-28","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-04-29","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-04-29","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-05-02","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-05-02","0.30743","Close Price","USD","AAPL.US","stooq.com"
"1988-05-03","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-05-03","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-04","0.314904","Close Price","USD","AAPL.US","stooq.com"
"1988-05-04","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-05","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-05-05","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-06","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-05-06","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-09","0.305613","Close Price","USD","AAPL.US","stooq.com"
"1988-05-09","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-10","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-10","0.306577","Close Price","USD","AAPL.US","stooq.com"
"1988-05-11","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-11","0.296351","Close Price","USD","AAPL.US","stooq.com"
"1988-05-12","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-05-12","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-13","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-13","0.303412","Close Price","USD","AAPL.US","stooq.com"
"1988-05-16","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-16","0.309148","Close Price","USD","AAPL.US","stooq.com"
"1988-05-17","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-17","0.303412","Close Price","USD","AAPL.US","stooq.com"
"1988-05-18","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-05-18","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-19","0.292346","Close Price","USD","AAPL.US","stooq.com"
"1988-05-19","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-05-20","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-20","0.290556","Close Price","USD","AAPL.US","stooq.com"
"1988-05-23","0.261237","Close Price","USD","MSFT.US","stooq.com"
"1988-05-23","0.284939","Close Price","USD","AAPL.US","stooq.com"
"1988-05-24","0.29142","Close Price","USD","AAPL.US","stooq.com"
"1988-05-24","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-25","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-25","0.288582","Close Price","USD","AAPL.US","stooq.com"
"1988-05-26","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-26","0.295439","Close Price","USD","AAPL.US","stooq.com"
"1988-05-27","0.269093","Close Price","USD","MSFT.US","stooq.com"
"1988-05-27","0.29811","Close Price","USD","AAPL.US","stooq.com"
"1988-05-31","0.31131","Close Price","USD","AAPL.US","stooq.com"
"1988-05-31","0.276695","Close Price","USD","MSFT.US","stooq.com"
"1988-06-01","0.318477","Close Price","USD","AAPL.US","stooq.com"
"1988-06-01","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-06-02","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-06-02","0.313061","Close Price","USD","AAPL.US","stooq.com"
"1988-06-03","0.284404","Close Price","USD","MSFT.US","stooq.com"
"1988-06-03","0.322448","Close Price","USD","AAPL.US","stooq.com"
"1988-06-06","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-06-06","0.3299","Close Price","USD","AAPL.US","stooq.com"
"1988-06-07","0.3299","Close Price","USD","AAPL.US","stooq.com"
"1988-06-07","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-06-08","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-08","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-06-09","0.291999","Close Price","USD","MSFT.US","stooq.com"
"1988-06-09","0.326266","Close Price","USD","AAPL.US","stooq.com"
"1988-06-10","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-10","0.333536","Close Price","USD","AAPL.US","stooq.com"
"1988-06-13","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-06-13","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-14","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-14","0.339243","Close Price","USD","AAPL.US","stooq.com"
"1988-06-15","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-06-15","0.343121","Close Price","USD","AAPL.US","stooq.com"
"1988-06-16","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-06-16","0.333536","Close Price","USD","AAPL.US","stooq.com"
"1988-06-17","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-17","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-06-20","0.299621","Close Price","USD","MSFT.US","stooq.com"
"1988-06-20","0.330764","Close Price","USD","AAPL.US","stooq.com"
"1988-06-21","0.336433","Close Price","USD","AAPL.US","stooq.com"
"1988-06-21","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-06-22","0.341883","Close Price","USD","AAPL.US","stooq.com"
"1988-06-22","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-06-23","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-06-23","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-06-24","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-06-24","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-06-27","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-06-27","0.333536","Close Price","USD","AAPL.US","stooq.com"
"1988-06-28","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-06-28","0.346657","Close Price","USD","AAPL.US","stooq.com"
"1988-06-29","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-06-29","0.347895","Close Price","USD","AAPL.US","stooq.com"
"1988-06-30","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-06-30","0.346657","Close Price","USD","AAPL.US","stooq.com"
"1988-07-01","0.348532","Close Price","USD","AAPL.US","stooq.com"
"1988-07-01","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-05","0.354192","Close Price","USD","AAPL.US","stooq.com"
"1988-07-05","0.330441","Close Price","USD","MSFT.US","stooq.com"
"1988-07-06","0.330441","Close Price","USD","MSFT.US","stooq.com"
"1988-07-06","0.348532","Close Price","USD","AAPL.US","stooq.com"
"1988-07-07","0.344024","Close Price","USD","AAPL.US","stooq.com"
"1988-07-07","0.330441","Close Price","USD","MSFT.US","stooq.com"
"1988-07-08","0.330441","Close Price","USD","MSFT.US","stooq.com"
"1988-07-08","0.339243","Close Price","USD","AAPL.US","stooq.com"
"1988-07-11","0.338367","Close Price","USD","AAPL.US","stooq.com"
"1988-07-11","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-12","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-07-12","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-07-13","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-07-13","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-14","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-14","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-07-15","0.337377","Close Price","USD","AAPL.US","stooq.com"
"1988-07-15","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-18","0.341303","Close Price","USD","AAPL.US","stooq.com"
"1988-07-18","0.32274","Close Price","USD","MSFT.US","stooq.com"
"1988-07-19","0.335549","Close Price","USD","AAPL.US","stooq.com"
"1988-07-19","0.315117","Close Price","USD","MSFT.US","stooq.com"
"1988-07-20","0.33164","Close Price","USD","AAPL.US","stooq.com"
"1988-07-20","0.307456","Close Price","USD","MSFT.US","stooq.com"
"1988-07-21","0.291999","Close Price","USD","MSFT.US","stooq.com"
